user_id,keyword_name,rating,user_id,페이지1 방문,페이지2 방문,페이지3 방문,누적방문수,누적클릭수,누적체류시간,누적뷰티키워드검색,누적IT키워드검색,when
290,Red Rock West (1992),1,290,0,1,0,21,30,50,18,20,2021-11-15 18:13
290,Richie Rich (1994),1,290,1,0,0,28,10,46,10,15,2021-11-15 18:13
290,"River Wild, The (1994)",1,290,0,0,1,11,72,68,12,11,2021-11-15 18:13
290,Speed (1994),1,290,0,0,1,13,11,78,17,18,2021-11-15 18:13
290,Speechless (1994),1,290,1,0,0,26,76,89,18,14,2021-11-15 18:13
290,Timecop (1994),1,290,0,0,1,24,52,84,20,15,2021-11-15 18:13
290,True Lies (1994),1,290,0,1,0,11,11,61,19,12,2021-11-15 18:13
290,When a Man Loves a Woman (1994),1,290,1,0,0,13,58,70,14,11,2021-11-15 18:13
290,Wolf (1994),1,290,1,0,0,24,27,87,17,19,2021-11-15 18:13
290,Wyatt Earp (1994),1,290,1,0,0,12,49,79,11,15,2021-11-15 18:13
290,Bad Company (1995),1,290,1,0,0,28,35,90,17,16,2021-11-15 18:13
290,"Man of No Importance, A (1994)",1,290,1,0,0,21,15,64,20,16,2021-11-15 18:13
290,S.F.W. (1994),1,290,0,1,0,11,14,65,10,14,2021-11-15 18:13
290,"Low Down Dirty Shame, A (1994)",1,290,0,0,1,22,79,58,19,12,2021-11-15 18:13
290,Boys Life (1995),1,290,1,0,0,17,34,87,18,13,2021-11-15 18:13
290,"Colonel Chabert, Le (1994)",1,290,0,0,1,17,49,85,19,12,2021-11-15 18:13
290,Faster Pussycat! Kill! Kill! (1965),1,290,1,0,0,19,35,90,18,12,2021-11-15 18:13
290,Jason's Lyric (1994),1,290,0,0,1,13,22,75,15,17,2021-11-15 18:13
290,Street Fighter (1994),1,290,1,0,0,28,40,55,16,14,2021-11-15 18:13
290,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1,290,1,0,0,19,36,75,16,13,2021-11-15 18:13
290,Federal Hill (1994),1,290,0,1,0,12,16,79,12,18,2021-11-15 18:13
290,In the Mouth of Madness (1995),1,290,0,0,1,29,36,69,20,14,2021-11-15 18:13
290,8 Seconds (1994),1,290,0,1,0,21,65,45,13,19,2021-11-15 18:13
290,Above the Rim (1994),1,290,0,1,0,12,77,42,16,15,2021-11-15 18:13
290,Addams Family Values (1993),1,290,1,0,0,28,40,73,14,13,2021-11-15 18:13
290,"Age of Innocence, The (1993)",1,290,1,0,0,23,49,46,14,20,2021-11-15 18:13
290,Airheads (1994),1,290,0,1,0,15,54,43,15,11,2021-11-15 18:13
290,"Air Up There, The (1994)",1,290,1,0,0,22,27,48,11,11,2021-11-15 18:13
290,Another Stakeout (1993),1,290,0,1,0,30,40,48,14,14,2021-11-15 18:13
290,Bad Girls (1994),1,290,1,0,0,26,60,81,13,14,2021-11-15 18:13
290,Barcelona (1994),1,290,0,1,0,24,13,59,17,20,2021-11-15 18:13
290,Being Human (1993),1,290,1,0,0,28,39,83,19,16,2021-11-15 18:13
290,"Beverly Hillbillies, The (1993)",1,290,0,1,0,13,74,54,13,16,2021-11-15 18:13
292,Beverly Hills Cop III (1994),1,292,0,0,1,27,42,42,17,10,2021-11-15 15:59
292,Black Beauty (1994),1,292,1,0,0,27,21,64,17,11,2021-11-15 15:59
292,Blink (1994),1,292,0,1,0,13,75,60,19,12,2021-11-15 16:00
292,Blown Away (1994),1,292,0,1,0,28,78,58,17,13,2021-11-15 16:00
292,Blue Chips (1994),1,292,0,1,0,10,71,49,18,17,2021-11-15 16:00
292,Blue Sky (1994),1,292,0,0,1,15,72,88,20,15,2021-11-15 16:00
292,Body Snatchers (1993),1,292,1,0,0,21,15,68,10,17,2021-11-15 16:00
292,Boxing Helena (1993),1,292,0,1,0,22,71,64,15,10,2021-11-15 16:00
292,"Bronx Tale, A (1993)",1,292,1,0,0,22,34,59,11,11,2021-11-15 16:00
292,Cabin Boy (1994),1,292,1,0,0,14,48,60,20,19,2021-11-15 16:00
293,Calendar Girl (1993),1,293,0,1,0,22,17,52,19,15,2022-01-05 10:28
293,Carlito's Way (1993),1,293,0,0,1,12,28,41,15,20,2022-01-05 10:28
293,City Slickers II: The Legend of Curly's Gold (1994),1,293,1,0,0,15,36,78,10,18,2022-01-05 10:38
293,Clean Slate (1994),1,293,0,0,1,17,42,79,16,12,2022-01-05 10:38
294,Cliffhanger (1993),1,294,1,0,0,23,36,56,16,10,2021-11-15 16:00
294,Coneheads (1993),1,294,1,0,0,20,25,66,17,12,2021-11-15 18:13
294,Color of Night (1994),1,294,0,1,0,11,67,42,15,13,2021-11-15 18:13
294,Cops and Robbersons (1994),1,294,0,1,0,29,64,61,20,17,2021-11-15 18:13
294,"Cowboy Way, The (1994)",1,294,0,1,0,29,15,69,18,11,2022-01-10 9:42
294,Dave (1993),1,294,1,0,0,11,74,87,14,13,2022-05-10 17:08
295,Dazed and Confused (1993),1,295,0,0,1,15,35,68,19,19,2021-11-15 16:00
295,Demolition Man (1993),1,295,1,0,0,12,16,40,13,19,2021-11-15 16:00
295,Even Cowgirls Get the Blues (1993),1,295,1,0,0,15,30,44,10,15,2021-11-15 16:00
295,Fatal Instinct (1993),1,295,1,0,0,12,60,47,13,19,2021-11-15 16:00
295,Farewell My Concubine (Ba wang bie ji) (1993),1,295,0,0,1,14,17,60,10,20,2021-11-15 16:00
296,Fearless (1993),1,296,0,1,0,17,29,65,12,17,2021-11-15 16:00
296,Fear of a Black Hat (1994),1,296,1,0,0,12,68,89,10,11,2021-11-15 16:00
296,With Honors (1994),1,296,1,0,0,13,77,56,19,11,2021-11-15 16:00
296,Flesh and Bone (1993),1,296,0,0,1,15,50,71,20,18,2021-11-15 16:00
297,Widows' Peak (1994),1,297,1,0,0,20,77,75,10,20,2021-11-15 16:00
297,For Love or Money (1993),1,297,1,0,0,19,70,57,20,11,2021-11-15 16:00
298,"Firm, The (1993)",1,298,0,1,0,16,38,74,20,15,2021-11-15 16:00
299,Free Willy (1993),1,299,0,0,1,13,55,90,19,13,2021-11-15 16:00
299,Fresh (1994),1,299,1,0,0,11,23,87,15,19,2021-11-15 16:00
299,"Fugitive, The (1993)",1,299,1,0,0,21,10,68,12,10,2021-11-15 16:00
299,Geronimo: An American Legend (1993),1,299,1,0,0,25,55,54,18,12,2021-11-15 16:00
299,"Getaway, The (1994)",1,299,0,1,0,29,62,63,10,16,2021-11-15 16:00
299,Getting Even with Dad (1994),1,299,1,0,0,16,39,68,15,12,2021-11-15 16:00
299,Go Fish (1994),1,299,0,0,1,10,61,78,16,10,2021-11-15 18:14
299,Hard Target (1993),1,299,1,0,0,10,35,57,20,12,2021-11-15 18:14
300,Hot Shots! Part Deux (1993),1,300,0,0,1,24,53,56,10,10,2021-11-15 16:00
300,Live Nude Girls (1995),1,300,0,1,0,10,42,61,11,13,2021-11-15 16:00
300,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",1,300,1,0,0,26,20,81,12,13,2021-11-15 16:00
300,"House of the Spirits, The (1993)",1,300,0,1,0,17,33,62,20,11,2021-11-15 16:00
300,House Party 3 (1994),1,300,0,1,0,29,17,50,13,10,2021-11-15 16:00
300,"Hudsucker Proxy, The (1994)",1,300,0,1,0,26,63,58,13,15,2021-11-15 16:00
300,I'll Do Anything (1994),1,300,1,0,0,25,34,46,10,19,2021-11-15 16:01
300,In the Army Now (1994),1,300,1,0,0,22,77,69,19,19,2021-11-15 16:01
300,In the Line of Fire (1993),1,300,1,0,0,18,63,67,15,18,2021-11-15 16:01
300,In the Name of the Father (1993),1,300,0,0,1,20,15,68,16,20,2021-11-15 16:01
300,"Inkwell, The (1994)",1,300,1,0,0,29,80,69,12,17,2021-11-15 16:01
300,What's Love Got to Do with It? (1993),1,300,0,1,0,28,26,61,19,19,2021-11-15 16:01
300,Jimmy Hollywood (1994),1,300,1,0,0,11,31,63,17,13,2021-11-15 16:01
300,Judgment Night (1993),1,300,1,0,0,30,44,52,10,13,2021-11-15 16:01
300,Jurassic Park (1993),1,300,1,0,0,30,59,50,13,13,2021-11-15 16:01
300,Kalifornia (1993),1,300,0,0,1,19,79,56,19,19,2021-11-15 16:01
300,Killing Zoe (1994),1,300,0,1,0,10,50,83,15,14,2021-11-15 16:01
300,Lassie (1994),1,300,0,0,1,26,71,80,10,16,2021-11-15 16:01
300,Last Action Hero (1993),1,300,1,0,0,12,16,78,13,17,2021-11-15 16:01
300,Life with Mikey (1993),1,300,0,1,0,25,70,54,16,14,2021-11-15 16:01
300,Lightning Jack (1994),1,300,0,0,1,12,38,59,15,15,2021-11-15 16:01
300,M. Butterfly (1993),1,300,1,0,0,26,48,87,16,13,2021-11-15 16:01
300,Made in America (1993),1,300,1,0,0,20,36,66,14,19,2021-11-15 16:01
300,Malice (1993),1,300,0,1,0,25,14,79,14,12,2021-11-15 16:01
300,"Man Without a Face, The (1993)",1,300,0,0,1,20,43,69,18,12,2021-11-15 16:01
300,Manhattan Murder Mystery (1993),1,300,0,1,0,21,21,69,11,19,2021-11-15 16:01
300,Menace II Society (1993),1,300,0,1,0,18,76,64,16,11,2021-11-15 16:01
300,Executive Decision (1996),1,300,1,0,0,25,11,55,20,20,2021-11-15 16:01
300,In the Realm of the Senses (Ai no corrida) (1976),1,300,0,1,0,24,46,66,14,18,2021-11-15 16:01
300,What Happened Was... (1994),1,300,0,1,0,19,66,62,12,10,2021-11-15 16:01
300,Much Ado About Nothing (1993),1,300,0,0,1,22,74,78,17,20,2021-11-15 18:14
300,Mr. Wonderful (1993),1,300,0,1,0,18,32,69,18,11,2021-11-15 18:14
300,Mrs. Doubtfire (1993),1,300,0,1,0,28,26,86,12,13,2021-11-15 18:14
300,Naked (1993),1,300,0,0,1,28,64,55,11,19,2021-11-15 18:14
300,"Next Karate Kid, The (1994)",1,300,0,1,0,13,10,54,12,15,2021-11-15 18:14
300,No Escape (1994),1,300,1,0,0,11,17,86,13,11,2021-11-15 18:14
300,North (1994),1,300,1,0,0,19,72,61,17,17,2021-11-15 18:14
300,Orlando (1992),1,300,0,0,1,13,47,73,15,17,2021-11-15 18:14
300,"Perfect World, A (1993)",1,300,1,0,0,25,20,60,17,10,2021-11-15 18:14
300,Philadelphia (1993),1,300,0,0,1,11,42,81,14,19,2021-11-15 18:14
300,"Piano, The (1993)",1,300,1,0,0,25,42,48,12,12,2021-11-15 18:14
300,Poetic Justice (1993),1,300,0,1,0,10,29,83,10,18,2021-11-15 18:14
300,"Program, The (1993)",1,300,0,0,1,10,73,55,20,20,2021-11-15 18:14
300,"Puppet Masters, The (1994)",1,300,1,0,0,23,48,79,16,20,2021-11-15 18:14
300,Radioland Murders (1994),1,300,1,0,0,14,76,82,12,16,2021-11-15 18:14
300,"Ref, The (1994)",1,300,0,1,0,13,20,48,20,17,2021-11-15 18:14
300,"Remains of the Day, The (1993)",1,300,1,0,0,18,27,73,14,15,2021-11-15 18:14
300,Renaissance Man (1994),1,300,1,0,0,14,39,42,19,18,2021-11-15 18:14
300,Rising Sun (1993),1,300,0,1,0,11,79,71,16,17,2021-11-15 18:14
300,"Road to Wellville, The (1994)",1,300,1,0,0,13,69,68,16,15,2021-11-15 18:14
300,RoboCop 3 (1993),1,300,1,0,0,10,55,73,18,12,2021-11-15 18:14
300,Robin Hood: Men in Tights (1993),1,300,0,0,1,13,55,54,14,17,2021-11-15 18:14
300,Romeo Is Bleeding (1993),1,300,1,0,0,20,45,57,20,18,2021-11-15 18:14
300,Romper Stomper (1992),1,300,1,0,0,20,61,67,15,14,2021-11-15 18:14
300,Ruby in Paradise (1993),1,300,1,0,0,17,39,90,14,11,2021-11-15 18:14
300,Rudy (1993),1,300,0,0,1,17,72,58,14,15,2021-11-15 18:14
300,"Savage Nights (Nuits fauves, Les) (1992)",1,300,1,0,0,18,61,62,18,15,2021-11-15 18:14
300,Schindler's List (1993),1,300,1,0,0,14,38,69,10,11,2021-11-15 18:14
300,"Scout, The (1994)",1,300,1,0,0,22,62,48,14,10,2021-11-15 18:14
300,Searching for Bobby Fischer (1993),1,300,0,1,0,30,24,84,19,16,2021-11-15 18:14
300,"Secret Garden, The (1993)",1,300,1,0,0,29,32,59,11,11,2021-11-15 18:14
300,Serial Mom (1994),1,300,0,0,1,20,69,79,18,15,2021-11-15 18:14
300,"Shadow, The (1994)",1,300,0,1,0,29,41,89,19,13,2021-11-15 18:14
300,Shadowlands (1993),1,300,0,1,0,14,44,78,19,10,2021-11-15 18:14
300,Short Cuts (1993),1,300,0,0,1,11,42,57,16,10,2021-11-15 18:14
300,"Simple Twist of Fate, A (1994)",1,300,1,0,0,27,63,41,18,16,2021-11-15 18:14
300,Sirens (1994),1,300,1,0,0,29,48,88,13,17,2021-11-15 18:14
300,Six Degrees of Separation (1993),1,300,1,0,0,27,57,63,20,10,2021-11-15 18:14
301,Sleepless in Seattle (1993),1,301,1,0,0,30,23,67,15,10,2021-11-15 16:01
301,Sliver (1993),1,301,1,0,0,16,50,73,14,12,2021-11-15 18:14
301,Blade Runner (1982),1,301,0,1,0,27,63,65,14,14,2021-11-15 18:14
301,Son in Law (1993),1,301,1,0,0,28,28,48,11,14,2021-11-15 18:15
301,So I Married an Axe Murderer (1993),1,301,1,0,0,16,70,80,15,16,2021-11-15 18:15
301,Striking Distance (1993),1,301,0,1,0,19,35,88,11,16,2021-11-15 18:15
301,Super Mario Bros. (1993),1,301,0,0,1,26,20,79,11,12,2021-11-15 18:15
301,Surviving the Game (1994),1,301,1,0,0,23,18,49,14,18,2021-12-06 8:24
301,Terminal Velocity (1994),1,301,0,1,0,13,24,74,19,11,2021-12-10 14:51
301,Thirty-Two Short Films About Glenn Gould (1993),1,301,1,0,0,14,17,59,19,20,2022-04-05 14:16
301,Threesome (1994),1,301,1,0,0,14,80,75,10,14,2022-04-25 11:14
303,"Nightmare Before Christmas, The (1993)",1,303,1,0,0,30,19,84,11,14,2021-11-15 16:03
303,"Three Musketeers, The (1993)",1,303,0,1,0,15,62,55,14,20,2021-11-15 16:03
303,Tombstone (1993),1,303,0,0,1,19,15,79,12,19,2021-11-15 16:03
303,True Romance (1993),1,303,1,0,0,11,59,76,14,17,2021-11-15 16:03
303,"War Room, The (1993)",1,303,1,0,0,26,65,62,14,10,2021-11-15 16:03
303,"Pagemaster, The (1994)",1,303,1,0,0,22,40,58,16,10,2021-11-15 16:03
303,Welcome to the Dollhouse (1995),1,303,0,1,0,30,25,40,17,13,2021-11-15 16:03
303,Germinal (1993),1,303,1,0,0,16,64,85,14,12,2021-11-15 16:03
303,Chasers (1994),1,303,0,0,1,19,22,52,11,17,2021-11-15 16:03
303,Kika (1993),1,303,1,0,0,19,10,60,12,20,2021-11-15 16:03
303,Bhaji on the Beach (1993),1,303,0,0,1,15,18,40,16,19,2021-11-15 16:03
303,Little Big League (1994),1,303,0,1,0,15,48,65,19,17,2021-11-15 16:03
303,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",1,303,1,0,0,11,71,52,13,14,2021-11-15 16:03
303,Spanking the Monkey (1994),1,303,0,1,0,20,57,85,14,19,2021-11-15 16:03
303,"Little Rascals, The (1994)",1,303,0,0,1,29,80,77,20,13,2021-11-15 16:03
303,Andre (1994),1,303,0,1,0,14,55,70,14,20,2021-11-15 16:03
303,"Escort, The (Scorta, La) (1993)",1,303,0,0,1,18,28,78,14,14,2021-11-15 16:03
303,Toy Story (1995),1,303,0,1,0,14,14,49,13,20,2021-11-15 16:03
303,Jumanji (1995),1,303,1,0,0,17,28,48,18,15,2021-11-15 16:03
303,Grumpier Old Men (1995),1,303,1,0,0,28,42,75,12,17,2021-11-15 16:03
303,Waiting to Exhale (1995),1,303,1,0,0,26,12,73,14,17,2021-11-15 16:03
303,Father of the Bride Part II (1995),1,303,0,1,0,27,11,46,17,20,2021-11-15 16:03
303,Heat (1995),1,303,1,0,0,20,48,78,16,17,2021-11-15 16:03
303,Sabrina (1995),1,303,0,1,0,13,56,50,20,10,2021-11-15 16:03
303,Tom and Huck (1995),1,303,0,0,1,11,34,47,18,16,2021-11-15 16:03
303,Sudden Death (1995),1,303,0,1,0,22,55,86,10,19,2021-11-15 16:03
303,GoldenEye (1995),1,303,0,0,1,14,78,68,19,19,2021-11-15 16:03
303,"American President, The (1995)",1,303,1,0,0,13,43,74,19,13,2021-11-15 16:03
303,Dracula: Dead and Loving It (1995),1,303,0,1,0,27,31,79,12,11,2021-11-15 16:03
303,Balto (1995),1,303,0,1,0,30,52,79,16,19,2021-11-15 16:03
303,Nixon (1995),1,303,0,1,0,20,62,74,20,14,2021-11-15 18:16
303,Cutthroat Island (1995),1,303,1,0,0,26,19,65,11,19,2021-11-15 18:16
303,Casino (1995),1,303,1,0,0,28,57,46,19,10,2021-11-15 18:16
303,Sense and Sensibility (1995),1,303,0,0,1,29,21,61,17,16,2021-11-15 18:16
303,Four Rooms (1995),1,303,0,0,1,25,46,63,19,14,2021-11-15 18:16
303,Ace Ventura: When Nature Calls (1995),1,303,0,1,0,25,80,76,10,19,2021-11-15 18:16
303,Money Train (1995),1,303,1,0,0,13,31,75,11,12,2021-11-15 18:16
303,Get Shorty (1995),1,303,0,1,0,15,37,83,15,19,2021-11-15 18:16
303,Copycat (1995),1,303,1,0,0,14,77,69,17,11,2021-11-15 18:16
303,Assassins (1995),1,303,1,0,0,19,48,68,15,15,2021-11-15 18:16
303,Powder (1995),1,303,1,0,0,14,78,53,11,13,2021-11-15 18:16
303,Leaving Las Vegas (1995),1,303,0,1,0,10,15,63,10,12,2021-11-15 18:16
303,Othello (1995),1,303,0,1,0,14,27,59,16,20,2021-11-15 18:16
303,Now and Then (1995),1,303,1,0,0,27,43,73,19,12,2021-11-15 18:16
303,Persuasion (1995),1,303,1,0,0,23,23,78,19,19,2021-11-15 18:16
303,"City of Lost Children, The (Cit챕 des enfants perdus, La) (1995)",1,303,0,1,0,29,32,45,15,13,2021-11-15 18:16
303,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1,303,1,0,0,27,38,88,15,10,2021-11-15 18:16
303,Dangerous Minds (1995),1,303,0,1,0,13,20,53,13,19,2021-11-15 18:16
303,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1,303,0,1,0,29,66,49,20,18,2021-11-15 18:16
303,Babe (1995),1,303,0,1,0,15,68,61,19,15,2021-11-15 18:16
303,Dead Man Walking (1995),1,303,1,0,0,28,63,77,12,11,2021-11-15 18:16
303,It Takes Two (1995),1,303,1,0,0,22,60,71,20,10,2021-11-15 18:16
303,Clueless (1995),1,303,1,0,0,23,70,40,10,16,2021-11-15 18:16
303,"Cry, the Beloved Country (1995)",1,303,1,0,0,26,27,50,17,16,2021-11-15 18:16
303,Richard III (1995),1,303,0,1,0,18,54,70,20,15,2021-11-15 18:16
303,Dead Presidents (1995),1,303,1,0,0,24,41,73,14,15,2021-11-15 18:16
303,Restoration (1995),1,303,0,1,0,29,52,72,12,16,2021-11-15 18:16
303,Mortal Kombat (1995),1,303,0,1,0,26,34,64,10,14,2021-11-15 18:16
303,To Die For (1995),1,303,1,0,0,30,26,45,17,14,2021-11-15 18:16
303,How to Make an American Quilt (1995),1,303,0,1,0,25,46,47,13,20,2021-11-15 18:16
303,Seven (a.k.a. Se7en) (1995),1,303,0,0,1,22,11,59,18,14,2021-11-15 18:16
303,Pocahontas (1995),1,303,0,1,0,22,51,41,20,13,2021-11-15 18:16
303,When Night Is Falling (1995),1,303,1,0,0,22,68,55,14,20,2021-11-15 18:16
303,"Usual Suspects, The (1995)",1,303,1,0,0,27,46,84,12,13,2021-11-15 18:16
303,Mighty Aphrodite (1995),1,303,0,0,1,25,38,45,14,20,2021-11-15 18:16
303,Lamerica (1994),1,303,0,0,1,30,65,42,18,19,2021-11-15 18:16
303,"Big Green, The (1995)",1,303,1,0,0,29,33,53,18,16,2021-11-15 18:16
303,Georgia (1995),1,303,1,0,0,11,52,40,16,17,2021-11-15 18:16
304,Home for the Holidays (1995),1,304,1,0,0,17,37,65,12,11,2021-11-15 16:03
304,"Postman, The (Postino, Il) (1994)",1,304,0,1,0,30,21,57,11,17,2021-11-15 16:03
304,"Indian in the Cupboard, The (1995)",1,304,0,0,1,24,34,58,15,14,2021-11-15 16:03
304,Eye for an Eye (1996),1,304,0,0,1,28,73,85,11,12,2021-11-15 16:03
304,Mr. Holland's Opus (1995),1,304,0,1,0,14,23,68,19,15,2021-11-15 16:03
304,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1,304,1,0,0,25,33,45,20,11,2021-12-09 17:42
305,Two if by Sea (1996),1,305,0,0,1,23,44,80,14,20,2021-11-15 16:03
305,Bio-Dome (1996),1,305,0,0,1,28,68,74,17,13,2021-11-15 16:03
305,Lawnmower Man 2: Beyond Cyberspace (1996),1,305,0,0,1,25,29,46,19,14,2021-11-15 16:03
305,French Twist (Gazon maudit) (1995),1,305,0,0,1,11,48,45,19,15,2021-11-15 16:03
305,Friday (1995),1,305,1,0,0,28,66,76,18,16,2021-11-15 16:03
305,From Dusk Till Dawn (1996),1,305,0,0,1,21,19,45,20,20,2021-11-15 16:03
306,Fair Game (1995),1,306,1,0,0,26,76,48,15,15,2021-11-15 16:03
306,Kicking and Screaming (1995),1,306,1,0,0,20,16,67,13,20,2021-11-15 16:03
306,"Mis챕rables, Les (1995)",1,306,1,0,0,23,11,90,12,19,2021-11-15 16:03
307,Bed of Roses (1996),1,307,1,0,0,24,38,44,20,12,2021-11-15 16:03
307,Big Bully (1996),1,307,0,0,1,28,17,79,16,11,2021-11-15 16:03
307,Screamers (1995),1,307,0,0,1,28,54,48,10,14,2021-11-15 16:03
307,Nico Icon (1995),1,307,1,0,0,10,55,49,20,19,2021-11-15 16:03
307,"Crossing Guard, The (1995)",1,307,0,1,0,25,18,68,13,14,2021-11-15 16:03
307,"Juror, The (1996)",1,307,0,0,1,13,80,75,19,10,2021-11-15 16:03
307,"White Balloon, The (Badkonake sefid) (1995)",1,307,1,0,0,15,10,40,14,20,2021-11-15 16:03
307,Things to Do in Denver When You're Dead (1995),1,307,1,0,0,18,61,87,20,14,2021-11-15 16:03
307,Antonia's Line (Antonia) (1995),1,307,0,1,0,16,37,53,12,19,2021-11-15 16:03
307,Once Upon a Time... When We Were Colored (1995),1,307,0,1,0,10,80,66,12,16,2021-11-15 16:03
307,Angels and Insects (1995),1,307,1,0,0,25,67,84,10,18,2021-11-15 16:03
307,White Squall (1996),1,307,0,0,1,10,46,58,17,19,2021-11-15 16:03
307,Dunston Checks In (1996),1,307,0,0,1,19,24,52,14,12,2021-11-15 16:03
307,Black Sheep (1996),1,307,0,0,1,15,30,42,11,10,2021-11-15 16:03
307,Nick of Time (1995),1,307,1,0,0,10,40,84,19,11,2021-11-15 16:03
307,Mary Reilly (1996),1,307,1,0,0,16,50,54,18,18,2021-11-15 16:03
307,Vampire in Brooklyn (1995),1,307,0,1,0,15,12,67,18,20,2021-11-15 16:03
307,Beautiful Girls (1996),1,307,0,1,0,21,20,67,15,18,2021-11-15 16:03
307,Broken Arrow (1996),1,307,1,0,0,19,18,60,20,11,2021-11-15 16:03
307,In the Bleak Midwinter (1995),1,307,1,0,0,23,78,76,13,18,2021-11-15 16:03
307,"Hate (Haine, La) (1995)",1,307,0,1,0,22,76,48,13,18,2021-11-15 16:03
307,Heidi Fleiss: Hollywood Madam (1995),1,307,1,0,0,22,57,81,16,12,2021-11-15 16:03
307,City Hall (1996),1,307,0,1,0,16,17,60,20,20,2021-11-15 16:03
307,Bottle Rocket (1996),1,307,1,0,0,16,52,83,13,16,2021-11-15 18:16
307,Mr. Wrong (1996),1,307,0,1,0,22,11,78,18,10,2021-11-15 18:16
307,Unforgettable (1996),1,307,0,0,1,25,50,84,20,20,2021-11-15 18:16
307,Happy Gilmore (1996),1,307,0,1,0,26,32,84,17,17,2021-11-15 18:16
307,"Bridges of Madison County, The (1995)",1,307,1,0,0,12,57,75,14,12,2021-11-15 18:16
307,Nobody Loves Me (Keiner liebt mich) (1994),1,307,1,0,0,14,43,43,15,14,2021-11-15 18:16
307,Muppet Treasure Island (1996),1,307,1,0,0,21,75,72,19,17,2021-11-15 18:16
307,Catwalk (1996),1,307,0,0,1,18,16,73,20,20,2021-11-15 18:16
307,Braveheart (1995),1,307,0,1,0,19,41,82,14,15,2021-11-15 18:16
307,Taxi Driver (1976),1,307,1,0,0,22,39,76,14,19,2021-11-15 18:16
307,Rumble in the Bronx (Hont faan kui) (1995),1,307,0,0,1,25,38,76,11,13,2021-11-15 18:16
307,Before and After (1996),1,307,1,0,0,18,63,75,13,12,2021-11-15 18:16
307,Anne Frank Remembered (1995),1,307,1,0,0,11,58,55,14,19,2021-11-15 18:16
307,"Young Poisoner's Handbook, The (1995)",1,307,0,0,1,24,19,53,19,11,2021-11-15 18:16
307,If Lucy Fell (1996),1,307,1,0,0,18,16,44,15,19,2021-11-15 18:16
307,"Steal Big, Steal Little (1995)",1,307,1,0,0,22,26,53,15,20,2021-11-15 18:16
307,"Boys of St. Vincent, The (1992)",1,307,0,0,1,16,54,58,14,12,2021-11-15 18:16
307,Boomerang (1992),1,307,1,0,0,26,25,90,18,19,2021-11-15 18:16
307,Chungking Express (Chung Hing sam lam) (1994),1,307,0,0,1,12,64,60,12,19,2021-11-15 18:16
307,Flirting With Disaster (1996),1,307,0,1,0,24,49,61,20,18,2021-11-15 18:16
307,"NeverEnding Story III, The (1994)",1,307,0,1,0,10,36,69,11,15,2021-11-15 18:16
307,Jupiter's Wife (1994),1,307,1,0,0,23,12,79,13,14,2021-11-15 18:16
307,Pie in the Sky (1996),1,307,0,0,1,13,51,72,17,12,2021-11-15 18:16
307,Jade (1995),1,307,0,0,1,15,39,65,16,17,2021-11-15 18:16
307,Down Periscope (1996),1,307,0,0,1,15,61,53,13,17,2021-11-15 18:16
307,Man of the Year (1995),1,307,1,0,0,16,67,59,10,15,2021-11-15 18:16
307,Up Close and Personal (1996),1,307,1,0,0,24,58,90,19,15,2021-11-15 18:16
307,"Birdcage, The (1996)",1,307,0,0,1,14,74,49,11,17,2021-11-15 18:16
307,"Brothers McMullen, The (1995)",1,307,0,0,1,24,17,64,14,19,2021-11-15 18:16
307,Bad Boys (1995),1,307,0,1,0,25,44,64,20,12,2021-11-15 18:16
307,"Amazing Panda Adventure, The (1995)",1,307,0,0,1,16,71,66,15,10,2021-11-15 18:16
307,"Basketball Diaries, The (1995)",1,307,1,0,0,15,41,53,15,18,2021-11-15 18:16
307,"Awfully Big Adventure, An (1995)",1,307,0,0,1,18,42,79,11,18,2021-11-15 18:16
307,Amateur (1994),1,307,1,0,0,20,52,51,18,17,2021-11-15 18:16
307,Apollo 13 (1995),1,307,0,1,0,15,22,84,11,14,2021-11-15 18:16
307,Rob Roy (1995),1,307,1,0,0,19,25,77,18,18,2021-11-15 18:16
307,"Addiction, The (1995)",1,307,1,0,0,19,61,57,16,16,2021-11-15 18:16
307,Batman Forever (1995),1,307,1,0,0,26,57,68,13,18,2021-11-15 18:16
307,Beauty of the Day (Belle de jour) (1967),1,307,0,1,0,21,72,70,13,14,2021-11-15 18:16
307,Beyond Rangoon (1995),1,307,0,1,0,21,47,71,16,19,2021-11-15 18:16
307,Blue in the Face (1995),1,307,0,0,1,15,14,86,16,12,2021-11-15 18:16
307,Canadian Bacon (1995),1,307,1,0,0,16,11,89,14,14,2021-11-15 18:17
307,Casper (1995),1,307,1,0,0,23,44,90,13,20,2021-11-15 18:17
307,Clockers (1995),1,307,0,1,0,21,59,53,10,16,2021-11-15 18:17
307,Congo (1995),1,307,1,0,0,27,41,46,17,11,2021-11-15 18:17
307,Crimson Tide (1995),1,307,0,1,0,16,38,47,11,19,2021-11-15 18:17
307,Crumb (1994),1,307,0,0,1,17,67,40,12,19,2021-11-15 18:17
